item_group_id,item_name,last_modified,variations,sell_price,item_category_id,thumbnail,total_composition,is_consignment,variants,total_variants,online_status
1798,Keripik Kentang Kosong,2023-07-24T08:28:06.321Z,"[{'label': 'Rasa', 'values': ['Ayam', 'Bakso']}]",15600.0000,14955.0,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/f586ee726611f093ec54fce26674e37b_thumb.jpg,0,False,"[{'item_group_id': 1798, 'item_id': 3905, 'item_code': '230898694281', 'item_name': 'Keripik Kentang Kosong', 'is_bundle': False, 'variation_values': [{'label': 'Rasa', 'value': 'Ayam'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/f586ee726611f093ec54fce26674e37b_thumb.jpg', 'store_names': None, 'sell_price': 15600}, {'item_group_id': 1798, 'item_id': 3904, 'item_code': '230898694282', 'item_name': 'Keripik Kentang Kosong', 'is_bundle': False, 'variation_values': [{'label': 'Rasa', 'value': 'Bakso'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/f586ee726611f093ec54fce26674e37b_thumb.jpg', 'store_names': None, 'sell_price': 15600}]",2,
2034,ASIAN REBEL VESPA,2023-07-24T08:26:13.782Z,"[{'label': 'Warna', 'value': ['HITAM', 'PUTIH']}, {'label': 'Ukuran Pakaian', 'value': ['L', 'S', 'M', 'XL']}]",120000.0000,18200.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/35c35755-d715-4e65-8123-d67a776413d7.jpg,0,False,"[{'item_group_id': 2034, 'item_id': 4307, 'item_code': 'ASI-REB-HIT-L', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'HITAM'}, {'label': 'Ukuran Pakaian', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/7aa44084-4c57-4c54-841b-f68368f875ce_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 140004}, {'item_group_id': 2034, 'item_id': 4308, 'item_code': 'ASI-REB-HIT-M', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'HITAM'}, {'label': 'Ukuran Pakaian', 'value': 'M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/fbb3611b-8d00-4bec-997f-95341f982d06_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 130000}, {'item_group_id': 2034, 'item_id': 4309, 'item_code': 'ASI-REB-HIT-S', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'HITAM'}, {'label': 'Ukuran Pakaian', 'value': 'S'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/bdce5672-c6e5-438e-a54b-c9e4f67bbe47_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 120000}, {'item_group_id': 2034, 'item_id': 4310, 'item_code': 'ASI-REB-HIT-XL', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'HITAM'}, {'label': 'Ukuran Pakaian', 'value': 'XL'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/9bb44901-d5b0-448c-9e01-40e397c49fc3_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 140000}, {'item_group_id': 2034, 'item_id': 4311, 'item_code': 'ASI-REB-PUT-L', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'PUTIH'}, {'label': 'Ukuran Pakaian', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/10e5890a-91ed-4089-ac68-22b26818bc6d_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 140000}, {'item_group_id': 2034, 'item_id': 4312, 'item_code': 'ASI-REB-PUT-M', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'PUTIH'}, {'label': 'Ukuran Pakaian', 'value': 'M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/e9d83087-f456-4d4b-a4af-e504a80eac29_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 130000}, {'item_group_id': 2034, 'item_id': 4313, 'item_code': 'ASI-REB-PUT-S', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'PUTIH'}, {'label': 'Ukuran Pakaian', 'value': 'S'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/91521fc9-276a-4cd1-9eff-d09115ddf9de_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 120000}, {'item_group_id': 2034, 'item_id': 4314, 'item_code': 'ASI-REB-PUT-XL', 'item_name': 'ASIAN REBEL VESPA', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'PUTIH'}, {'label': 'Ukuran Pakaian', 'value': 'XL'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/3725b2f9-4ba1-4f20-afbe-bca77997912c_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 140000}]",8,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9419414969', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/asian-rebel-vespa', 'error_text': None, 'shop_id': '10924304'}]"
2033,Jam tangan analog anak Jam Tangan Anak Laki-laki,2023-07-24T08:26:11.670Z,"[{'label': 'Ukuran', 'value': ['#12', '#13', '#14']}, {'label': 'warna tali', 'value': ['Bronze', 'Pink']}]",1200000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/cf086686-5501-4818-9a83-7eab7ab5fec7.jpg,0,False,"[{'item_group_id': 2033, 'item_id': 4301, 'item_code': 'JBL-TEST-JAM-001', 'item_name': 'Jam tangan analog anak Jam Tangan Anak Laki-laki', 'is_bundle': False, 'variation_values': [{'label': 'warna tali', 'value': 'Pink'}, {'label': 'Ukuran', 'value': '#12'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/95985d05-4102-4a08-8f69-bc2f13704383_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2033, 'item_id': 4302, 'item_code': 'JBL-TEST-JAM-002', 'item_name': 'Jam tangan analog anak Jam Tangan Anak Laki-laki', 'is_bundle': False, 'variation_values': [{'label': 'warna tali', 'value': 'Bronze'}, {'label': 'Ukuran', 'value': '#12'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/38e94449-54d6-4b5c-9e94-2f3ceff037f3_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2033, 'item_id': 4303, 'item_code': 'JBL-TEST-JAM-003', 'item_name': 'Jam tangan analog anak Jam Tangan Anak Laki-laki', 'is_bundle': False, 'variation_values': [{'label': 'warna tali', 'value': 'Pink'}, {'label': 'Ukuran', 'value': '#13'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/8681bf52-c28f-4548-8110-aa5a0a9e642c_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2033, 'item_id': 4304, 'item_code': 'JBL-TEST-JAM-004', 'item_name': 'Jam tangan analog anak Jam Tangan Anak Laki-laki', 'is_bundle': False, 'variation_values': [{'label': 'warna tali', 'value': 'Bronze'}, {'label': 'Ukuran', 'value': '#13'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/45738700-dc4f-46ab-ad66-40af620b36f7_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2033, 'item_id': 4305, 'item_code': 'JBL-TEST-JAM-005', 'item_name': 'Jam tangan analog anak Jam Tangan Anak Laki-laki', 'is_bundle': False, 'variation_values': [{'label': 'warna tali', 'value': 'Pink'}, {'label': 'Ukuran', 'value': '#14'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/199907df-b779-4e7a-9a7c-d3b6c922fcc3_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2033, 'item_id': 4306, 'item_code': 'JBL-TEST-JAM-006', 'item_name': 'Jam tangan analog anak Jam Tangan Anak Laki-laki', 'is_bundle': False, 'variation_values': [{'label': 'warna tali', 'value': 'Bronze'}, {'label': 'Ukuran', 'value': '#14'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/ffb46ebd-7c5c-49b0-9308-d4387d843ce1_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}]",6,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9235441147', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/jam-tangan-analog-anak-jam-tangan-anak-laki-laki', 'error_text': None, 'shop_id': '10924304'}]"
2032,Paket Perjalanan Kampung Naga,2023-07-24T08:26:11.082Z,,1200000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/97b46bb1-733f-4993-9181-e1ad29ff77da.jpg,0,False,"[{'item_group_id': 2032, 'item_id': 4300, 'item_code': 'KAMP-NAGA', 'item_name': 'Paket Perjalanan Kampung Naga', 'is_bundle': False, 'variation_values': None, 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/97b46bb1-733f-4993-9181-e1ad29ff77da_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '9226034641', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/paket-perjalanan-kampung-naga', 'error_text': None, 'shop_id': '10924304'}]"
2031,Kue lebaran,2023-07-24T08:26:10.603Z,,9000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1981e8be-93c1-4c6c-97f9-a63bfdf7a500.jpg,0,False,"[{'item_group_id': 2031, 'item_id': 4299, 'item_code': 'kue-lebaran-na', 'item_name': 'Kue lebaran', 'is_bundle': False, 'variation_values': None, 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1981e8be-93c1-4c6c-97f9-a63bfdf7a500_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 9000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '7169234422', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/kue-lebaran', 'error_text': None, 'shop_id': '10924304'}]"
2030,Multi Variant Product,2023-07-24T08:26:06.896Z,"[{'label': 'Ukuran', 'value': ['S', 'L', 'W2726', 'M']}, {'label': '167 old rose', 'value': ['Rose One', 'Rose Two', 'Rose Three']}]",1320000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/fbbf0f7a-3529-4e45-a05d-59851386b1e2.jpg,0,False,"[{'item_group_id': 2030, 'item_id': 4287, 'item_code': '8976788345-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose One'}, {'label': 'Ukuran', 'value': 'S'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772111316_36d20e5b-b182-4fcd-9cac-81630e77e3b0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4288, 'item_code': '8976788346-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose One'}, {'label': 'Ukuran', 'value': 'M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772111290_36d20e5b-b182-4fcd-9cac-81630e77e3b0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4289, 'item_code': '8976788347-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose One'}, {'label': 'Ukuran', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/36d20e5b-b182-4fcd-9cac-81630e77e3b0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4290, 'item_code': '8976788348-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose One'}, {'label': 'Ukuran', 'value': 'W2726'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/36d20e5b-b182-4fcd-9cac-81630e77e3b0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4291, 'item_code': '8976788355-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Two'}, {'label': 'Ukuran', 'value': 'S'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772111190_a9a6b26d-09f3-4afa-ad9e-6b9fc0038217_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4292, 'item_code': '8976788356-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Two'}, {'label': 'Ukuran', 'value': 'M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772110945_a9a6b26d-09f3-4afa-ad9e-6b9fc0038217_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4293, 'item_code': '8976788357-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Two'}, {'label': 'Ukuran', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772110952_a9a6b26d-09f3-4afa-ad9e-6b9fc0038217_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4294, 'item_code': '8976788358-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Two'}, {'label': 'Ukuran', 'value': 'W2726'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/a9a6b26d-09f3-4afa-ad9e-6b9fc0038217_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4295, 'item_code': '8976788365-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Three'}, {'label': 'Ukuran', 'value': 'S'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772110846_ba2c9089-d15c-4dfe-b902-bcd4f8be4089_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4296, 'item_code': '8976788366-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Three'}, {'label': 'Ukuran', 'value': 'M'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772110824_ba2c9089-d15c-4dfe-b902-bcd4f8be4089_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4297, 'item_code': '8976788367-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Three'}, {'label': 'Ukuran', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/ba2c9089-d15c-4dfe-b902-bcd4f8be4089_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}, {'item_group_id': 2030, 'item_id': 4298, 'item_code': '8976788368-1', 'item_name': 'Multi Variant Product', 'is_bundle': False, 'variation_values': [{'label': '167 old rose', 'value': 'Rose Three'}, {'label': 'Ukuran', 'value': 'W2726'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/ba2c9089-d15c-4dfe-b902-bcd4f8be4089_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1320000}]",12,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8934821045', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/multi-variant-product', 'error_text': None, 'shop_id': '10924304'}]"
2029,Stretch Cosmic Jeans Slim FIt,2023-07-24T08:26:06.383Z,"[{'label': 'Ukuran Celana Pria', 'value': ['32', '33']}, {'label': 'Variasi Custom', 'value': ['Variasi 2', 'Variasi 1']}]",1200000.0000,,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/3fee2d11-d499-4670-9537-57abd77018a0.jpg,0,False,"[{'item_group_id': 2029, 'item_id': 4283, 'item_code': '897659871', 'item_name': 'Stretch Cosmic Jeans Slim FIt', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Celana Pria', 'value': '32'}, {'label': 'Variasi Custom', 'value': 'Variasi 1'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772113098_3fee2d11-d499-4670-9537-57abd77018a0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2029, 'item_id': 4284, 'item_code': '897659872', 'item_name': 'Stretch Cosmic Jeans Slim FIt', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Celana Pria', 'value': '32'}, {'label': 'Variasi Custom', 'value': 'Variasi 2'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772113087_3fee2d11-d499-4670-9537-57abd77018a0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2029, 'item_id': 4285, 'item_code': '897659873', 'item_name': 'Stretch Cosmic Jeans Slim FIt', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Celana Pria', 'value': '33'}, {'label': 'Variasi Custom', 'value': 'Variasi 1'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/1704772112740_3fee2d11-d499-4670-9537-57abd77018a0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}, {'item_group_id': 2029, 'item_id': 4286, 'item_code': '897659874', 'item_name': 'Stretch Cosmic Jeans Slim FIt', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran Celana Pria', 'value': '33'}, {'label': 'Variasi Custom', 'value': 'Variasi 2'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/3fee2d11-d499-4670-9537-57abd77018a0_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 1200000}]",4,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8868673539', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/stretch-cosmic-jeans-slim-fit', 'error_text': None, 'shop_id': '10924304'}]"
2027,Converse Tees Chevron Star,2023-07-24T08:26:05.882Z,"[{'label': 'Ukuran', 'value': ['L', 'XL']}]",150000.0000,18200.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/8e561ccd-609d-4949-932d-1eead1c44c80.jpg,0,False,"[{'item_group_id': 2027, 'item_id': 4278, 'item_code': 'STG-CT-L', 'item_name': 'Converse Tees Chevron Star', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'L'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/960cdf61-2cf8-4c08-bb49-de8cbd580020_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 150003}, {'item_group_id': 2027, 'item_id': 4279, 'item_code': 'STG-CT-XL', 'item_name': 'Converse Tees Chevron Star', 'is_bundle': False, 'variation_values': [{'label': 'Ukuran', 'value': 'XL'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/e0cf60a2-3b5b-4c28-b7de-a6b9066bd7ca_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 150000}]",2,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8971440875', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/converse-tees-chevron-star', 'error_text': None, 'shop_id': '10924304'}]"
1831,Dummy Chips Flavour,2023-07-24T08:26:05.370Z,[],3000.0000,18451.0,https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/05b539d24103510c6c20d5711cb213ea_thumb.jpg,0,False,"[{'item_group_id': 1831, 'item_id': 4002, 'item_code': 'DUM-CHP-FLAV', 'item_name': 'Dummy Chips Flavour', 'is_bundle': False, 'variation_values': [], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://jubelio.blob.core.windows.net/images/yuzagylismw50oreabjexg/eac45d3d90f82a323528d4d8a0f968c1_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 3000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '8971584948', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/dummy-chips-flavour', 'error_text': None, 'shop_id': '10924304'}]"
2026,10.4AA1,2023-07-24T08:26:05.138Z,"[{'label': 'Warna', 'value': ['black']}]",110000.0000,17874.0,https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/10924304_391701ae-d052-4e95-b512-bc3927596229.jpg,0,False,"[{'item_group_id': 2026, 'item_id': 4277, 'item_code': 'INITEMCODE1', 'item_name': '10.4AA1', 'is_bundle': False, 'variation_values': [{'label': 'Warna', 'value': 'black'}], 'is_internal': None, 'barcode': None, 'tax_rate': 0, 'thumbnail': 'https://file-service.jb-assets-alpha.sg-sin1.upcloudobjects.com/images/yuzagylismw50oreabjexg/10924304_9d587091-a3ec-430e-9537-fd72f31e4e4a_thumb.jpg', 'store_names': [{'store_name': 'Tokopedia - Tokopedia'}], 'sell_price': 100000}]",1,"[{'channel_id': 128, 'store_id': 85692, 'store_name': 'Tokopedia - Tokopedia', 'channel_group_id': '1860220872', 'channel_url': 'https://www.tokopedia.com/sellerapi-multiwarehouse/10-4aa1', 'error_text': None, 'shop_id': '10924304'}]"
